product_category_name_english,order_year,order_month,category_items,category_orders,category_gmv,category_freight
fashion_bags_accessories,2017,2017-08,99,89,6617.679999999994,1424.2099999999996
fashion_childrens_clothes,2017,2017-08,1,1,49.9,16.79
fashion_male_clothing,2017,2017-08,15,13,1205.05,239.27000000000004
fashion_shoes,2017,2017-08,22,18,1491.6900000000005,364.68
fashion_sport,2017,2017-08,1,1,59.9,15.17
fashion_underwear_beach,2017,2017-08,13,13,1111.0,197.87
fixed_telephony,2017,2017-08,19,13,1963.5400000000002,272.35999999999996
food,2017,2017-08,8,8,364.5,135.73
food_drink,2017,2017-08,15,12,494.81000000000006,234.14
furniture_bedroom,2017,2017-08,3,3,618.0,84.36
furniture_decor,2017,2017-08,428,327,33390.180000000095,8004.779999999999
furniture_living_room,2017,2017-08,22,20,2054.0700000000006,575.58
furniture_mattress_and_upholstery,2017,2017-08,1,1,109.4,41.57
garden_tools,2017,2017-08,231,192,18547.509999999995,4339.430000000005
health_beauty,2017,2017-08,346,332,36188.350000000115,5473.520000000004
home_appliances,2017,2017-08,48,48,3957.1500000000005,844.3799999999999
home_appliances_2,2017,2017-08,13,13,2461.55,485.44999999999993
home_comfort_2,2017,2017-08,3,2,38.7,31.21
home_confort,2017,2017-08,28,24,4000.190000000001,535.9300000000001
home_construction,2017,2017-08,1,1,124.8,16.63
housewares,2017,2017-08,282,244,21417.45,4736.43
industry_commerce_and_business,2017,2017-08,2,2,208.9,56.78
kitchen_dining_laundry_garden_furniture,2017,2017-08,6,6,717.2,143.17
la_cuisine,2017,2017-08,2,2,313.0,60.52
luggage_accessories,2017,2017-08,60,55,5973.399999999992,1364.7599999999993
market_place,2017,2017-08,23,22,1937.3899999999999,423.53999999999996
musical_instruments,2017,2017-08,24,21,3388.6500000000005,516.13
office_furniture,2017,2017-08,51,41,8487.439999999993,1850.67
perfumery,2017,2017-08,128,118,13142.089999999982,1908.2700000000007
pet_shop,2017,2017-08,88,74,9550.809999999994,1495.2800000000004
signaling_and_security,2017,2017-08,4,4,377.8,65.67
small_appliances,2017,2017-08,34,30,2387.1100000000006,470.7599999999998
small_appliances_home_oven_and_coffee,2017,2017-08,2,2,109.06,24.799999999999997
sports_leisure,2017,2017-08,419,378,38106.37000000017,7435.280000000005
stationery,2017,2017-08,80,75,6366.909999999996,1518.5899999999992
tablets_printing_image,2017,2017-08,6,6,450.89,106.93
telephony,2017,2017-08,135,130,10905.289999999986,2181.909999999998
toys,2017,2017-08,183,169,17966.969999999987,3104.5699999999983
watches_gifts,2017,2017-08,201,184,27407.270000000062,3171.9000000000015
NULL,2017,2017-08,77,66,5243.4,1281.4599999999996
agro_industry_and_commerce,2017,2017-09,3,2,1194.0,71.36
air_conditioning,2017,2017-09,7,7,1011.06,137.23
art,2017,2017-09,3,3,388.53999999999996,47.31
audio,2017,2017-09,10,10,1042.59,149.20000000000002
auto,2017,2017-09,106,95,13259.669999999991,2182.3599999999988
baby,2017,2017-09,164,155,16609.719999999983,3190.489999999998
bed_bath_table,2017,2017-09,531,460,52086.90000000021,9512.539999999995
books_general_interest,2017,2017-09,15,15,965.14,234.45
books_imported,2017,2017-09,4,3,290.0,37.56
books_technical,2017,2017-09,8,8,1001.35,135.56
christmas_supplies,2017,2017-09,4,3,254.70000000000002,63.58
cine_photo,2017,2017-09,1,1,69.0,33.84
computers_accessories,2017,2017-09,248,211,26012.20000000006,4739.760000000007
consoles_games,2017,2017-09,64,59,6900.389999999994,1048.2500000000002
construction_tools_construction,2017,2017-09,11,8,1289.2,197.83999999999997
construction_tools_lights,2017,2017-09,1,1,229.0,29.98
construction_tools_safety,2017,2017-09,5,4,1124.54,77.74999999999999
cool_stuff,2017,2017-09,192,185,29347.7700000001,3960.87
costruction_tools_garden,2017,2017-09,6,5,297.5,103.97
costruction_tools_tools,2017,2017-09,2,2,187.89000000000001,33.599999999999994
drinks,2017,2017-09,8,7,327.97,100.50999999999999
dvds_blu_ray,2017,2017-09,2,2,39.8,51.26
electronics,2017,2017-09,67,65,4338.960000000001,1218.3899999999999
fashio_female_clothing,2017,2017-09,4,3,355.7,74.61
fashion_bags_accessories,2017,2017-09,124,103,11948.219999999987,2013.849999999999
fashion_childrens_clothes,2017,2017-09,1,1,89.99,17.07
fashion_male_clothing,2017,2017-09,16,10,1177.5,210.69
fashion_shoes,2017,2017-09,14,13,1179.6000000000001,264.1
fashion_sport,2017,2017-09,5,2,384.5999999999999,116.21999999999998
fashion_underwear_beach,2017,2017-09,18,16,1789.7000000000007,266.52
fixed_telephony,2017,2017-09,5,5,252.91000000000003,73.2
food,2017,2017-09,17,13,992.9200000000002,246.28
food_drink,2017,2017-09,9,6,310.86,133.92
furniture_bedroom,2017,2017-09,2,2,239.8,56.519999999999996
furniture_decor,2017,2017-09,337,264,27336.000000000055,6469.260000000005
furniture_living_room,2017,2017-09,11,11,1275.87,286.96
furniture_mattress_and_upholstery,2017,2017-09,1,1,86.5,47.32
garden_tools,2017,2017-09,221,175,18726.329999999994,4554.920000000002
health_beauty,2017,2017-09,366,347,41781.85000000014,6366.450000000008
home_appliances,2017,2017-09,8,8,622.39,142.26
home_appliances_2,2017,2017-09,5,5,1130.8,216.51999999999998
home_comfort_2,2017,2017-09,1,1,12.9,16.79
home_confort,2017,2017-09,32,25,3993.3399999999997,584.4100000000001
home_construction,2017,2017-09,9,8,922.1099999999999,141.87
housewares,2017,2017-09,252,220,17969.359999999993,4665.030000000002
industry_commerce_and_business,2017,2017-09,2,2,219.98,31.73
kitchen_dining_laundry_garden_furniture,2017,2017-09,5,5,464.09000000000003,138.57
luggage_accessories,2017,2017-09,41,40,3595.390000000001,876.2900000000003
market_place,2017,2017-09,11,11,1147.2100000000003,202.40999999999997
musical_instruments,2017,2017-09,23,19,4565.969999999999,487.1700000000001
office_furniture,2017,2017-09,55,34,7802.079999999991,1822.2499999999998
party_supplies,2017,2017-09,2,1,269.8,33.4
perfumery,2017,2017-09,160,142,14744.869999999979,2319.1800000000007
pet_shop,2017,2017-09,70,61,6736.919999999996,1196.24
security_and_services,2017,2017-09,1,1,100.0,15.45
signaling_and_security,2017,2017-09,9,5,438.4,98.15
small_appliances,2017,2017-09,27,26,4271.64,556.51
small_appliances_home_oven_and_coffee,2017,2017-09,1,1,640.99,32.48
sports_leisure,2017,2017-09,456,411,48545.580000000155,8321.130000000006
stationery,2017,2017-09,77,71,6130.409999999998,1382.24
tablets_printing_image,2017,2017-09,3,3,233.9,45.98
telephony,2017,2017-09,177,164,18559.249999999993,2978.7099999999973
toys,2017,2017-09,291,267,29044.530000000083,5140.3499999999985
watches_gifts,2017,2017-09,257,245,36740.850000000064,4041.1700000000023
NULL,2017,2017-09,74,62,5904.139999999997,1309.4399999999991
agro_industry_and_commerce,2017,2017-10,3,3,101.3,41.45
air_conditioning,2017,2017-10,12,9,2562.42,307.48
art,2017,2017-10,3,3,349.05,51.400000000000006
audio,2017,2017-10,32,32,2348.480000000001,380.2499999999999
auto,2017,2017-10,145,128,17266.319999999985,2836.459999999998
baby,2017,2017-10,133,130,14240.529999999984,2711.6500000000015
bed_bath_table,2017,2017-10,544,444,46032.00000000018,9152.320000000002
books_general_interest,2017,2017-10,11,8,734.4999999999999,195.37
books_technical,2017,2017-10,6,6,880.0,108.25
cds_dvds_musicals,2017,2017-10,1,1,45.0,16.11
christmas_supplies,2017,2017-10,12,7,388.04999999999995,143.19000000000003
cine_photo,2017,2017-10,1,1,69.0,38.0
computers_accessories,2017,2017-10,313,256,35505.69000000008,5938.8300000000045
consoles_games,2017,2017-10,106,98,7593.8999999999905,1602.02
construction_tools_construction,2017,2017-10,18,14,2077.1800000000007,380.34999999999997
construction_tools_safety,2017,2017-10,12,9,1668.8500000000004,249.70000000000002
cool_stuff,2017,2017-10,236,224,33668.11000000012,4817.429999999998
costruction_tools_garden,2017,2017-10,9,8,746.9,141.26
costruction_tools_tools,2017,2017-10,4,4,289.59999999999997,75.77000000000001
drinks,2017,2017-10,12,10,596.98,155.73999999999995
dvds_blu_ray,2017,2017-10,5,5,194.5,120.13
electronics,2017,2017-10,63,56,3454.3200000000015,1108.8399999999997
fashion_bags_accessories,2017,2017-10,110,95,7906.059999999992,1641.519999999999
fashion_childrens_clothes,2017,2017-10,1,1,39.99,14.1
fashion_male_clothing,2017,2017-10,11,9,1041.8,159.57000000000002
fashion_shoes,2017,2017-10,18,16,1860.9200000000005,333.66
fashion_sport,2017,2017-10,1,1,59.9,8.72
fashion_underwear_beach,2017,2017-10,3,3,187.8,35.15
fixed_telephony,2017,2017-10,4,3,414.9,70.43
food,2017,2017-10,17,12,806.0600000000002,216.35999999999999
food_drink,2017,2017-10,17,15,2297.2299999999996,357.76000000000005
furniture_bedroom,2017,2017-10,4,4,1193.9,217.95
furniture_decor,2017,2017-10,369,261,26990.41000000012,6685.5899999999965
furniture_living_room,2017,2017-10,18,12,1392.8900000000003,403.36
garden_tools,2017,2017-10,272,206,21285.75000000002,5972.469999999997
health_beauty,2017,2017-10,354,325,36790.92000000011,6271.610000000006
home_appliances,2017,2017-10,5,5,423.09000000000003,113.05
home_appliances_2,2017,2017-10,7,7,1294.78,182.75
home_comfort_2,2017,2017-10,5,3,64.5,75.5
home_confort,2017,2017-10,27,26,3619.8000000000006,452.84999999999997
home_construction,2017,2017-10,14,11,2000.0499999999997,284.69
housewares,2017,2017-10,232,188,15404.029999999964,4029.3699999999967
industry_commerce_and_business,2017,2017-10,4,4,556.6999999999999,123.76
kitchen_dining_laundry_garden_furniture,2017,2017-10,13,12,1736.6,361.21000000000015
la_cuisine,2017,2017-10,1,1,137.0,23.83
luggage_accessories,2017,2017-10,53,49,5455.549999999997,1145.77
market_place,2017,2017-10,11,10,1019.54,158.58
music,2017,2017-10,1,1,54.9,15.13
musical_instruments,2017,2017-10,24,19,3003.16,455.7300000000001
office_furniture,2017,2017-10,91,64,15424.119999999986,3119.45
party_supplies,2017,2017-10,2,2,137.8,26.07
perfumery,2017,2017-10,189,177,16984.619999999988,3186.540000000002
pet_shop,2017,2017-10,75,63,7993.679999999994,1293.03
signaling_and_security,2017,2017-10,10,7,744.0,163.7
small_appliances,2017,2017-10,27,25,3033.8499999999995,469.94999999999993
sports_leisure,2017,2017-10,469,422,48052.550000000156,8017.590000000004
stationery,2017,2017-10,100,92,8428.859999999995,1884.7799999999997
tablets_printing_image,2017,2017-10,1,1,99.0,12.19
telephony,2017,2017-10,252,227,21985.760000000075,3940.8300000000027
toys,2017,2017-10,287,276,33324.21000000011,4876.58
watches_gifts,2017,2017-10,293,266,49288.740000000056,4552.589999999995
NULL,2017,2017-10,62,55,6252.979999999998,1121.8500000000001
agro_industry_and_commerce,2017,2017-11,11,10,4087.9,264.81
air_conditioning,2017,2017-11,17,15,2618.62,377.24
art,2017,2017-11,1,1,75.0,17.78
audio,2017,2017-11,36,33,3677.23,517.91
auto,2017,2017-11,257,239,29521.70000000005,4953.040000000007
baby,2017,2017-11,200,187,21119.85000000002,3772.4699999999984
bed_bath_table,2017,2017-11,970,812,86859.11999999976,16826.880000000052
books_general_interest,2017,2017-11,38,38,2664.9600000000014,570.0900000000001
books_imported,2017,2017-11,4,3,324.0,48.5
books_technical,2017,2017-11,6,5,768.9,94.92
cds_dvds_musicals,2017,2017-11,3,3,195.0,29.82
christmas_supplies,2017,2017-11,23,19,1114.6799999999998,381.6700000000001
cine_photo,2017,2017-11,1,1,242.0,17.94
computers_accessories,2017,2017-11,512,428,56599.4500000001,9670.340000000007
consoles_games,2017,2017-11,133,128,11603.88999999999,2164.359999999997
construction_tools_construction,2017,2017-11,42,33,4531.5599999999995,824.5800000000002
construction_tools_lights,2017,2017-11,10,9,2199.48,407.50999999999993
construction_tools_safety,2017,2017-11,14,12,2211.600000000001,216.48
cool_stuff,2017,2017-11,291,281,49477.84000000002,5765.980000000003
costruction_tools_garden,2017,2017-11,16,13,1134.6,281.33000000000004
costruction_tools_tools,2017,2017-11,5,4,269.5,80.03999999999999
drinks,2017,2017-11,19,15,748.61,255.06999999999996
dvds_blu_ray,2017,2017-11,3,3,79.78999999999999,65.88
electronics,2017,2017-11,184,165,10026.13999999998,2921.579999999998
fashio_female_clothing,2017,2017-11,3,3,79.88,36.04
fashion_bags_accessories,2017,2017-11,199,184,12364.889999999976,2743.6600000000008
fashion_male_clothing,2017,2017-11,12,11,929.9899999999999,168.46999999999997
fashion_shoes,2017,2017-11,20,18,1777.7000000000005,334.06999999999994
fashion_sport,2017,2017-11,1,1,59.9,7.78
fashion_underwear_beach,2017,2017-11,10,10,1221.6,170.26000000000002
fixed_telephony,2017,2017-11,5,5,943.98,92.5
flowers,2017,2017-11,6,6,187.79999999999998,81.49
food,2017,2017-11,17,11,556.95,214.33
food_drink,2017,2017-11,33,28,2445.57,585.7800000000002
furniture_bedroom,2017,2017-11,2,2,363.0,109.08
furniture_decor,2017,2017-11,770,535,59047.850000000246,13708.710000000052
furniture_living_room,2017,2017-11,35,25,4235.249999999997,1000.4299999999996
furniture_mattress_and_upholstery,2017,2017-11,2,2,334.0,78.81
garden_tools,2017,2017-11,538,422,38074.240000000114,11456.450000000004
health_beauty,2017,2017-11,572,518,64873.37000000006,9784.850000000002
home_appliances,2017,2017-11,21,21,1719.9400000000003,371.70000000000005
home_appliances_2,2017,2017-11,10,10,2925.23,278.31
home_comfort_2,2017,2017-11,3,3,38.7,42.05
home_confort,2017,2017-11,45,40,5355.39,889.74
home_construction,2017,2017-11,38,33,4936.719999999998,789.8200000000004
housewares,2017,2017-11,410,343,28448.850000000097,7506.9299999999985
industry_commerce_and_business,2017,2017-11,5,5,384.78,99.47
kitchen_dining_laundry_garden_furniture,2017,2017-11,29,24,3841.390000000001,842.0100000000003
la_cuisine,2017,2017-11,1,1,137.0,0.11
luggage_accessories,2017,2017-11,61,55,5595.679999999997,1339.79
market_place,2017,2017-11,16,11,1355.98,326.63000000000005
musical_instruments,2017,2017-11,40,35,5283.0999999999985,785.91
office_furniture,2017,2017-11,86,65,14117.709999999988,3464.5899999999983
party_supplies,2017,2017-11,4,4,870.69,63.650000000000006
perfumery,2017,2017-11,311,293,31831.810000000132,4886.380000000001
pet_shop,2017,2017-11,93,78,8357.779999999992,1677.8399999999997
signaling_and_security,2017,2017-11,5,3,596.79,195.99999999999997
small_appliances,2017,2017-11,27,26,4616.82,596.34
sports_leisure,2017,2017-11,602,547,57359.35000000025,9984.340000000017
stationery,2017,2017-11,163,149,15652.08999999999,3237.9500000000016
tablets_printing_image,2017,2017-11,6,6,350.4,91.99000000000001
telephony,2017,2017-11,383,351,26564.880000000125,5851.0800000000145
toys,2017,2017-11,481,438,58053.90000000009,8553.790000000006
watches_gifts,2017,2017-11,434,396,62454.980000000076,6992.4500000000135
NULL,2017,2017-11,117,110,9436.789999999992,1718.6799999999982
agro_industry_and_commerce,2017,2017-12,10,8,3092.7000000000003,255.51000000000002
air_conditioning,2017,2017-12,3,3,668.8,53.54
art,2017,2017-12,3,3,115.25,48.14
audio,2017,2017-12,17,17,2686.9300000000003,254.19
auto,2017,2017-12,258,233,33750.64000000009,4921.79
baby,2017,2017-12,135,131,14586.579999999978,2425.33
bed_bath_table,2017,2017-12,549,478,50276.970000000234,9141.400000000014
books_general_interest,2017,2017-12,42,38,2397.100000000001,644.9600000000003
books_imported,2017,2017-12,3,3,231.0,40.06
books_technical,2017,2017-12,4,4,670.69,65.27
cds_dvds_musicals,2017,2017-12,1,1,65.0,9.94
christmas_supplies,2017,2017-12,16,14,493.9000000000001,301.07
computers,2017,2017-12,12,10,7188.0,516.4300000000001
computers_accessories,2017,2017-12,283,248,31816.770000000062,5347.0999999999985
consoles_games,2017,2017-12,93,88,9075.009999999995,1334.47
construction_tools_construction,2017,2017-12,24,20,3571.3500000000004,411.14000000000004
construction_tools_lights,2017,2017-12,2,2,176.0,30.46
construction_tools_safety,2017,2017-12,7,7,1384.92,140.54
cool_stuff,2017,2017-12,245,228,34376.6500000001,4705.039999999999
costruction_tools_garden,2017,2017-12,6,6,928.9,168.85
costruction_tools_tools,2017,2017-12,6,6,349.4,108.42
diapers_and_hygiene,2017,2017-12,2,1,76.0,23.7
drinks,2017,2017-12,34,31,2132.84,441.57000000000005
dvds_blu_ray,2017,2017-12,1,1,119.9,15.59
electronics,2017,2017-12,207,187,7741.519999999986,3240.799999999997
fashion_bags_accessories,2017,2017-12,133,123,9288.479999999985,1905.5199999999984
fashion_male_clothing,2017,2017-12,4,4,450.89,81.25
fashion_shoes,2017,2017-12,13,12,1098.9999999999998,206.46
fashion_sport,2017,2017-12,1,1,59.9,16.86
fashion_underwear_beach,2017,2017-12,13,13,1173.1,186.51999999999995
fixed_telephony,2017,2017-12,5,5,998.77,97.03999999999999
flowers,2017,2017-12,2,2,82.7,30.28
food,2017,2017-12,14,12,978.19,189.75
food_drink,2017,2017-12,22,19,1098.6799999999998,386.18000000000006
furniture_bedroom,2017,2017-12,1,1,185.0,45.75
furniture_decor,2017,2017-12,383,308,29062.060000000147,6708.200000000003
furniture_living_room,2017,2017-12,19,15,1697.1100000000004,505.24
furniture_mattress_and_upholstery,2017,2017-12,8,8,803.7,284.69999999999993
garden_tools,2017,2017-12,323,243,26310.70000000006,7346.5400000000045
health_beauty,2017,2017-12,456,423,48406.6600000001,7549.560000000002
home_appliances,2017,2017-12,16,16,1331.0,341.84
home_appliances_2,2017,2017-12,8,8,1990.16,282.29
home_confort,2017,2017-12,14,14,2257.8,287.09000000000003
home_construction,2017,2017-12,35,27,5501.55,907.6899999999999
housewares,2017,2017-12,288,242,22859.750000000022,5235.3799999999965
industry_commerce_and_business,2017,2017-12,8,8,1083.5,146.31
kitchen_dining_laundry_garden_furniture,2017,2017-12,15,11,2462.3000000000006,541.09
luggage_accessories,2017,2017-12,45,43,5750.229999999998,950.7699999999994
market_place,2017,2017-12,14,13,703.2499999999999,181.01
musical_instruments,2017,2017-12,38,37,6292.8799999999965,738.3200000000002
office_furniture,2017,2017-12,43,33,5163.679999999996,1362.6000000000006
party_supplies,2017,2017-12,2,2,515.2,34.72
perfumery,2017,2017-12,241,233,27864.430000000084,3730.0900000000015
pet_shop,2017,2017-12,74,71,7227.229999999994,1530.0299999999997
signaling_and_security,2017,2017-12,2,2,770.0,72.44
small_appliances,2017,2017-12,23,22,3733.2700000000004,366.63
sports_leisure,2017,2017-12,479,429,48667.64000000019,8533.589999999998
stationery,2017,2017-12,249,229,24701.200000000015,4583.240000000002
tablets_printing_image,2017,2017-12,6,6,419.4,55.61999999999999
telephony,2017,2017-12,267,244,13611.00999999996,3772.229999999999
toys,2017,2017-12,433,409,50655.860000000066,7548.41
watches_gifts,2017,2017-12,350,330,53568.12000000008,5135.180000000002
NULL,2017,2017-12,146,137,16224.919999999991,1979.1899999999962
agro_industry_and_commerce,2018,2018-01,16,13,3588.5,356.58000000000004
air_conditioning,2018,2018-01,27,21,3120.7400000000002,414.24000000000007
art,2018,2018-01,19,19,2540.7699999999995,323.44
audio,2018,2018-01,26,25,3820.2800000000007,413.1099999999999
auto,2018,2018-01,265,241,33055.76000000009,5121.360000000004
baby,2018,2018-01,212,201,21174.59000000002,4049.249999999999
bed_bath_table,2018,2018-01,846,697,75317.80000000013,14287.960000000026
books_general_interest,2018,2018-01,45,41,2180.1500000000005,645.22
books_imported,2018,2018-01,6,6,583.0,65.67
books_technical,2018,2018-01,17,16,1176.55,242.27999999999997
christmas_supplies,2018,2018-01,10,9,851.4999999999999,252.95999999999998
cine_photo,2018,2018-01,2,2,199.98,23.8
computers,2018,2018-01,5,5,3066.0,254.60999999999999
computers_accessories,2018,2018-01,700,587,78120.90999999993,12492.39000000002
consoles_games,2018,2018-01,51,50,6131.309999999997,789.8400000000001
construction_tools_construction,2018,2018-01,44,37,6406.379999999998,742.0699999999998
construction_tools_lights,2018,2018-01,6,5,1102.99,141.54999999999998
construction_tools_safety,2018,2018-01,10,8,1428.8900000000003,173.82999999999998
cool_stuff,2018,2018-01,289,278,32737.30000000009,5426.639999999995
costruction_tools_garden,2018,2018-01,22,19,3340.1900000000005,435.45000000000005
costruction_tools_tools,2018,2018-01,8,8,532.3,162.83
diapers_and_hygiene,2018,2018-01,5,1,125.0,63.449999999999996
drinks,2018,2018-01,52,40,2307.609999999999,755.9800000000006
dvds_blu_ray,2018,2018-01,2,2,49.8,46.78
electronics,2018,2018-01,349,320,13453.67999999994,5465.9300000000085
fashio_female_clothing,2018,2018-01,3,3,161.79000000000002,34.69
fashion_bags_accessories,2018,2018-01,124,115,7841.819999999996,1848.3399999999976
fashion_male_clothing,2018,2018-01,6,5,550.5999999999999,111.57
fashion_shoes,2018,2018-01,9,7,666.6999999999999,155.61
fashion_sport,2018,2018-01,2,2,119.8,25.54
fashion_underwear_beach,2018,2018-01,8,8,754.4999999999999,122.52
fixed_telephony,2018,2018-01,9,9,1064.1,132.35
flowers,2018,2018-01,10,7,284.6,153.66000000000003
food,2018,2018-01,20,19,868.41,264.6599999999999
food_drink,2018,2018-01,11,10,341.17,188.04999999999995
furniture_bedroom,2018,2018-01,5,5,914.8,150.23999999999998
furniture_decor,2018,2018-01,600,467,52293.780000000355,11116.240000000007
furniture_living_room,2018,2018-01,22,22,2308.1,553.8499999999999
furniture_mattress_and_upholstery,2018,2018-01,8,8,774.0,331.12
garden_tools,2018,2018-01,234,199,20092.040000000008,5244.209999999999
health_beauty,2018,2018-01,623,567,67452.30000000012,10365.770000000035
home_appliances,2018,2018-01,28,27,1795.0500000000004,399.88
home_appliances_2,2018,2018-01,8,7,1956.1000000000004,196.73999999999998
home_confort,2018,2018-01,17,17,2221.1600000000003,349.11999999999995
home_construction,2018,2018-01,40,26,5064.08,766.9999999999999
housewares,2018,2018-01,345,310,32058.590000000062,6765.429999999999
industry_commerce_and_business,2018,2018-01,17,14,1700.2,393.71999999999997
kitchen_dining_laundry_garden_furniture,2018,2018-01,13,13,2452.6000000000004,494.85999999999996
la_cuisine,2018,2018-01,1,1,112.0,18.03
luggage_accessories,2018,2018-01,120,115,16355.36999999998,2719.54
market_place,2018,2018-01,14,12,818.72,228.04
music,2018,2018-01,1,1,24.97,15.1
musical_instruments,2018,2018-01,46,44,7352.579999999998,873.7000000000002
office_furniture,2018,2018-01,129,94,16683.759999999987,4159.6600000000035
party_supplies,2018,2018-01,2,2,135.8,34.46
perfumery,2018,2018-01,229,213,20036.89000000001,3347.5800000000004
pet_shop,2018,2018-01,89,76,10766.959999999988,1727.8699999999994
signaling_and_security,2018,2018-01,8,7,1048.79,247.18
small_appliances,2018,2018-01,48,45,8885.229999999998,963.6200000000003
small_appliances_home_oven_and_coffee,2018,2018-01,1,1,369.99,15.14
sports_leisure,2018,2018-01,631,566,67434.46000000018,11282.770000000006
stationery,2018,2018-01,397,379,41023.91000000008,7009.880000000005
tablets_printing_image,2018,2018-01,3,3,161.8,24.97
telephony,2018,2018-01,369,344,13961.979999999936,5422.150000000009
toys,2018,2018-01,160,153,19121.629999999997,2563.3300000000004
watches_gifts,2018,2018-01,344,311,52408.45000000007,5340.2900000000045
NULL,2018,2018-01,207,183,22190.55000000003,3068.0700000000006
agro_industry_and_commerce,2018,2018-02,26,20,6464.3,632.8099999999998
air_conditioning,2018,2018-02,11,10,1926.89,197.19000000000003
art,2018,2018-02,13,12,1251.71,309.11999999999995
audio,2018,2018-02,15,15,2828.49,210.09
auto,2018,2018-02,310,294,33940.9600000001,5860.140000000003
baby,2018,2018-02,166,159,15587.12999999998,2983.3599999999997
bed_bath_table,2018,2018-02,690,593,60690.880000000245,11323.500000000013
books_general_interest,2018,2018-02,28,28,1827.7500000000002,381.37
books_imported,2018,2018-02,3,3,325.0,26.54
books_technical,2018,2018-02,26,23,1411.21,356.5
christmas_supplies,2018,2018-02,24,17,2059.6500000000005,611.6999999999999
cine_photo,2018,2018-02,2,2,227.99,44.13
computers_accessories,2018,2018-02,972,795,96293.3299999998,16882.410000000047
consoles_games,2018,2018-02,43,42,5144.619999999999,712.8600000000001
construction_tools_construction,2018,2018-02,68,53,8279.969999999996,1119.78
construction_tools_lights,2018,2018-02,16,8,1360.8000000000002,286.77
construction_tools_safety,2018,2018-02,6,5,1207.02,96.16
cool_stuff,2018,2018-02,187,182,31002.210000000083,3698.1399999999994
costruction_tools_garden,2018,2018-02,20,14,1538.25,341.85
costruction_tools_tools,2018,2018-02,12,11,1318.2000000000003,221.62
diapers_and_hygiene,2018,2018-02,4,1,100.0,50.76
drinks,2018,2018-02,32,27,1967.4400000000003,451.84000000000003
dvds_blu_ray,2018,2018-02,1,1,24.9,17.63
electronics,2018,2018-02,332,301,14780.599999999946,5315.140000000006
fashio_female_clothing,2018,2018-02,1,1,29.99,15.1
fashion_bags_accessories,2018,2018-02,104,99,7766.839999999992,1536.6499999999985
fashion_male_clothing,2018,2018-02,3,3,388.09000000000003,58.77
fashion_shoes,2018,2018-02,11,10,1033.7,217.82
fashion_underwear_beach,2018,2018-02,7,7,399.29999999999995,105.99
fixed_telephony,2018,2018-02,8,7,697.69,103.16999999999999
flowers,2018,2018-02,4,4,134.48000000000002,53.22
food,2018,2018-02,39,31,1933.4200000000005,503.77000000000004
food_drink,2018,2018-02,24,21,1059.1,328.2399999999999
furniture_bedroom,2018,2018-02,7,6,895.8,218.73999999999998
furniture_decor,2018,2018-02,430,339,36072.930000000146,7954.9399999999905
furniture_living_room,2018,2018-02,22,17,2562.7799999999997,698.9099999999999
furniture_mattress_and_upholstery,2018,2018-02,5,5,344.7,233.57999999999998
garden_tools,2018,2018-02,289,225,22824.23000000002,6236.559999999994
health_beauty,2018,2018-02,657,596,77259.79999999994,10781.88000000002
home_appliances,2018,2018-02,46,45,3131.7400000000002,698.06
home_appliances_2,2018,2018-02,15,15,3191.8399999999997,578.8199999999999
home_comfort_2,2018,2018-02,3,2,38.7,45.3
home_confort,2018,2018-02,21,20,3012.7600000000007,385.11
home_construction,2018,2018-02,38,31,4562.08,690.4200000000004
housewares,2018,2018-02,386,328,30446.250000000076,7022.740000000003
industry_commerce_and_business,2018,2018-02,36,28,3987.59,762.1300000000002
kitchen_dining_laundry_garden_furniture,2018,2018-02,11,9,952.26,294.09000000000003
luggage_accessories,2018,2018-02,44,42,4757.359999999999,907.1500000000002
market_place,2018,2018-02,28,20,1920.9200000000003,445.41999999999996
music,2018,2018-02,2,2,244.97,32.27
musical_instruments,2018,2018-02,39,36,6410.529999999999,668.46
office_furniture,2018,2018-02,92,63,14366.219999999988,2945.1300000000006
perfumery,2018,2018-02,215,198,20632.700000000023,2945.239999999999
pet_shop,2018,2018-02,100,87,9321.029999999988,1924.8200000000013
signaling_and_security,2018,2018-02,15,10,715.79,271.88
small_appliances,2018,2018-02,31,29,3346.110000000001,585.4099999999999
small_appliances_home_oven_and_coffee,2018,2018-02,1,1,24.9,11.85
sports_leisure,2018,2018-02,641,575,68722.66000000013,11284.780000000028
stationery,2018,2018-02,159,144,11889.099999999984,2592.8899999999967
tablets_printing_image,2018,2018-02,13,12,694.97,171.51999999999998
telephony,2018,2018-02,359,333,14105.239999999938,4886.1900000000105
toys,2018,2018-02,144,135,12931.039999999979,2152.52
watches_gifts,2018,2018-02,321,301,50915.610000000066,5322.170000000004
NULL,2018,2018-02,119,109,12465.939999999993,1863.419999999998
agro_industry_and_commerce,2018,2018-03,27,24,5078.5,526.63
air_conditioning,2018,2018-03,25,24,2667.58,541.2900000000001
art,2018,2018-03,7,7,461.5,120.16000000000001
audio,2018,2018-03,34,33,10606.689999999999,657.6800000000001
auto,2018,2018-03,331,312,39326.710000000094,6663.409999999991
baby,2018,2018-03,198,192,19087.840000000004,3876.409999999999
bed_bath_table,2018,2018-03,795,667,68720.00000000022,14567.029999999997
books_general_interest,2018,2018-03,39,34,1711.9300000000007,576.73
books_imported,2018,2018-03,3,2,259.0,25.69
